"","partitioning","price","rooms_count","useful_surface","built_surface","bathrooms_count","price_range"
"6831","decomandat",208000,3,85,120,1,"mare"
"6832","decomandat",114931,2,60,84,1,"mediu"
"6833","",99000,2,55,67,1,"mediu"
"6834","decomandat",115000,2,56,60,1,"mediu"
"6835","decomandat",127500,2,74,87,1,"mediu"
"6836","decomandat",129900,3,84,100,2,"mediu"
"6837","semidecomandat",79000,2,55,60,1,"mediu"
"6838","decomandat",83000,3,65,69,2,"mediu"
"6840","semidecomandat",68000,2,45,50,1,"mediu"
"6841","decomandat",95000,2,61,68,1,"mediu"
"6842","semidecomandat",74000,3,62,70,1,"mediu"
"6843","decomandat",49000,1,35,40,1,"mic"
"6844","decomandat",95000,4,80,84,2,"mediu"
"6845","semidecomandat",65000,2,58,97,1,"mediu"
"6846","semidecomandat",59000,3,60,65,1,"mic"
"6847","decomandat",85000,2,51,63,1,"mediu"
"6848","decomandat",174900,3,80,88,1,"mare"
"6849","decomandat",250000,3,102,140,1,"mare"
"6851","decomandat",89990,3,75,120,1,"mediu"
"6852","decomandat",41500,2,46,53,1,"mic"
"6853","decomandat",91500,3,71,92,2,"mediu"
"6854","decomandat",78095,2,74,84,1,"mediu"
"6855","decomandat",58000,2,54,60,1,"mic"
"6856","",125000,2,65,70,1,"mediu"
"6857","semidecomandat",43500,1,28,33,1,"mic"
"6859","decomandat",128999,2,62,69,1,"mediu"
"6860","decomandat",60000,2,52,57,1,"mic"
"6861","decomandat",44370,2,51,59,1,"mic"
"6862","decomandat",71476,2,70,75,1,"mediu"
"6863","decomandat",83000,3,70,75,2,"mediu"
"6865","semidecomandat",75000,2,41,41,1,"mediu"
"6866","semidecomandat",85000,3,60,65,1,"mediu"
"6867","decomandat",175000,2,60,70,1,"mare"
"6868","decomandat",551327,4,161,370,3,"mare"
"6869","semidecomandat",38500,2,31,38,1,"mic"
"6870","semidecomandat",46000,2,46,54,1,"mic"
"6871","decomandat",63100,2,56,64,1,"mic"
"6873","semidecomandat",69900,2,59,59,1,"mediu"
"6874","semidecomandat",120000,2,60,92,1,"mediu"
"6875","semidecomandat",163000,2,52,55,1,"mare"
"6876","decomandat",85000,3,67,71,2,"mediu"
"6877","semidecomandat",110000,3,68,73,2,"mediu"
"6879","decomandat",48000,2,50,62,1,"mic"
"6880","semidecomandat",107000,2,62,81,1,"mediu"
"6882","decomandat",108000,3,76,86,2,"mediu"
"6883","decomandat",55000,2,40,45,1,"mic"
"6884","semidecomandat",50000,2,52,75,1,"mic"
"6885","decomandat",130000,2,60,60,1,"mediu"
"6886","decomandat",143680,3,77,91,2,"mare"
"6887","decomandat",125000,3,60,72,1,"mediu"
"6888","decomandat",61900,1,39,40,1,"mic"
"6890","semidecomandat",109000,3,71,79,2,"mediu"
"6891","semidecomandat",35000,1,30,36,1,"mic"
"6892","decomandat",76900,2,95,111,1,"mediu"
"6894","decomandat",59600,2,56,79,2,"mic"
"6895","semidecomandat",89000,3,76,79,2,"mediu"
"6896","circular",71000,2,52,59,1,"mediu"
"6897","decomandat",74000,2,63,76,1,"mediu"
"6899","decomandat",280000,3,120,160,2,"mare"
"6900","decomandat",95000,3,71,71,2,"mediu"
"6902","decomandat",164000,3,72,98,2,"mare"
"6903","decomandat",225000,4,115,135,2,"mare"
"6904","decomandat",90000,2,56,65,1,"mediu"
"6905","decomandat",89000,3,62,74,1,"mediu"
"6906","decomandat",83000,2,69,69,1,"mediu"
"6907","semidecomandat",35000,1,30,35,1,"mic"
"6908","decomandat",89000,2,54,65,1,"mediu"
"6910","decomandat",116900,3,74,78,2,"mediu"
"6911","decomandat",139000,3,70,90,2,"mediu"
"6912","decomandat",85000,2,62,74,1,"mediu"
"6913","decomandat",155000,3,85,102,2,"mare"
"6914","decomandat",71970,2,65,75,1,"mediu"
"6915","decomandat",44400,2,44,55,1,"mic"
"6916","semidecomandat",32500,1,28,33,1,"mic"
"6917","decomandat",210000,3,88,100,3,"mare"
"6918","decomandat",199000,2,64,74,1,"mare"
"6919","decomandat",72500,3,68,80,1,"mediu"
"6920","decomandat",115000,4,81,100,2,"mediu"
"6921","decomandat",230000,3,87,150,2,"mare"
"6922","decomandat",58000,2,50,60,1,"mic"
"6923","semidecomandat",90000,3,70,74,2,"mediu"
"6924","semidecomandat",46000,1,33,34,1,"mic"
"6925","decomandat",130000,2,54,65,1,"mediu"
"6926","semidecomandat",97000,3,68,75,1,"mediu"
"6927","decomandat",83200,2,64,75,1,"mediu"
"6928","decomandat",179000,5,150,171,4,"mare"
"6929","",93500,3,71,94,2,"mediu"
"6930","decomandat",84000,2,62,66,1,"mediu"
"6931","decomandat",43000,2,44,54,1,"mic"
"6932","semidecomandat",135000,3,82,100,1,"mediu"
"6933","decomandat",63000,2,55,65,1,"mic"
"6934","semidecomandat",85000,2,45,52,1,"mediu"
"6935","decomandat",369900,6,180,198,2,"mare"
"6936","semidecomandat",67200,2,53,59,1,"mediu"
"6937","semidecomandat",64500,2,48,48,2,"mic"
"6938","decomandat",179000,4,112,145,3,"mare"
"6939","semidecomandat",93466,3,86,99,2,"mediu"
"6940","decomandat",68000,2,58,66,1,"mediu"
"6943","decomandat",78000,2,75,85,1,"mediu"
"6944","decomandat",59900,2,60,69,1,"mic"
"6945","semidecomandat",41805,2,57,66,1,"mic"
"6946","decomandat",87000,2,37,40,1,"mediu"
"6947","decomandat",665000,5,206,300,3,"mare"
"6948","decomandat",235000,4,115,255,2,"mare"
"6949","decomandat",54800,2,51,57,1,"mic"
"6950","decomandat",180000,3,120,145,2,"mare"
"6951","semidecomandat",176000,5,120,150,3,"mare"
"6953","semidecomandat",154000,3,70,90,2,"mare"
"6954","decomandat",94900,3,71,78,2,"mediu"
"6955","decomandat",300000,3,104,124,2,"mare"
"6956","decomandat",99000,3,112,130,2,"mediu"
"6957","semidecomandat",36500,1,35,38,1,"mic"
"6958","semidecomandat",110000,3,88,105,1,"mediu"
"6959","decomandat",68340,2,64,74,1,"mediu"
"6960","decomandat",129900,3,83,105,1,"mediu"
"6961","semidecomandat",279000,4,107,130,2,"mare"
"6962","",106000,3,68,80,2,"mediu"
"6963","decomandat",129000,3,90,111,1,"mediu"
"6964","decomandat",195000,4,124,160,2,"mare"
"6965","decomandat",95900,3,87,97,2,"mediu"
"6966","decomandat",64500,2,50,53,1,"mic"
"6967","decomandat",49500,2,35,45,1,"mic"
"6968","decomandat",170000,3,110,117,2,"mare"
"6969","decomandat",49900,2,40,45,1,"mic"
"6970","circular",74900,3,56,60,1,"mediu"
"6971","decomandat",64000,3,60,68,1,"mic"
"6972","decomandat",70950,2,54,72,1,"mediu"
"6973","decomandat",140000,3,77,77,2,"mediu"
"6974","decomandat",120000,3,73,98,2,"mediu"
"6975","decomandat",300000,4,126,130,2,"mare"
"6976","decomandat",55200,2,46,53,1,"mic"
"6977","decomandat",74900,3,70,80,2,"mediu"
"6978","semidecomandat",55900,2,53,58,1,"mic"
"6979","semidecomandat",129900,3,86,109,1,"mediu"
"6980","decomandat",45000,1,42,46,1,"mic"
"6983","semidecomandat",123900,3,88,103,2,"mediu"
"6984","decomandat",73000,2,52,52,1,"mediu"
"6985","semidecomandat",67000,2,45,50,1,"mediu"
"6986","decomandat",321500,3,121,161,3,"mare"
"6987","decomandat",52000,1,30,33,1,"mic"
"6988","semidecomandat",75500,3,67,70,1,"mediu"
"6991","decomandat",70900,2,55,65,1,"mediu"
"6992","semidecomandat",61950,2,47,50,1,"mic"
"6993","semidecomandat",149999,4,83,100,2,"mare"
"6994","decomandat",148000,3,91,115,2,"mare"
"6995","decomandat",84900,3,70,81,1,"mediu"
"6996","circular",335000,4,153,220,3,"mare"
"6997","decomandat",90000,3,60,70,2,"mediu"
"6998","decomandat",89000,4,108,120,2,"mediu"
"6999","decomandat",60500,3,62,76,1,"mic"
"7000","decomandat",79600,3,71,80,2,"mediu"
"7001","decomandat",129900,3,74,97,2,"mediu"
"7002","semidecomandat",100000,3,66,70,2,"mediu"
"7003","decomandat",88000,2,60,80,1,"mediu"
"7004","decomandat",87700,4,102,110,2,"mediu"
"7005","decomandat",44000,2,48,53,1,"mic"
"7007","semidecomandat",125000,3,65,72,2,"mediu"
"7008","semidecomandat",79000,4,79,95,2,"mediu"
"7009","semidecomandat",97500,3,55,65,1,"mediu"
"7010","decomandat",69900,3,70,78,1,"mediu"
"7011","decomandat",89524,2,67,77,1,"mediu"
"7012","semidecomandat",195000,3,78,99,2,"mare"
"7013","circular",64000,3,62,62,1,"mic"
"7014","decomandat",160000,4,100,125,2,"mare"
"7015","decomandat",450000,3,149,149,2,"mare"
"7016","decomandat",65500,2,51,60,1,"mediu"
"7017","decomandat",78000,3,61,65,1,"mediu"
"7018","decomandat",445500,10,330,360,3,"mare"
"7019","decomandat",128000,3,72,85,1,"mediu"
"7020","decomandat",155000,3,151,151,1,"mare"
"7021","decomandat",35000,1,31,34,1,"mic"
"7023","decomandat",154900,4,98,104,2,"mare"
"7024","decomandat",267000,4,106,146,3,"mare"
"7025","",147000,3,82,89,2,"mare"
"7026","semidecomandat",84900,2,56,65,1,"mediu"
"7027","decomandat",36000,1,36,43,1,"mic"
"7028","semidecomandat",105000,3,65,70,2,"mediu"
"7029","decomandat",60000,2,54,60,1,"mic"
"7030","decomandat",81250,2,55,65,1,"mediu"
"7031","semidecomandat",56784,2,54,64,1,"mic"
"7032","decomandat",73900,2,53,55,1,"mediu"
"7033","decomandat",90000,3,75,86,2,"mediu"
"7034","decomandat",269000,4,94,103,2,"mare"
"7035","decomandat",82000,2,65,74,2,"mediu"
"7037","semidecomandat",52500,2,48,51,1,"mic"
"7039","decomandat",45806,1,40,48,1,"mic"
"7040","decomandat",53999,1,42,49,1,"mic"
"7041","decomandat",780000,4,188,240,3,"mare"
"7042","decomandat",125900,3,89,102,2,"mediu"
"7043","decomandat",135800,3,79,102,1,"mediu"
"7044","decomandat",90000,4,81,90,2,"mediu"
"7047","decomandat",68000,2,54,91,1,"mediu"
"7048","decomandat",83000,1,40,42,1,"mediu"
"7049","semidecomandat",58000,2,45,50,1,"mic"
"7050","decomandat",47619,2,57,63,1,"mic"
"7052","semidecomandat",52000,2,57,61,1,"mic"
"7053","semidecomandat",82001,2,37,44,1,"mediu"
"7054","decomandat",163500,3,81,115,2,"mare"
"7055","decomandat",125000,2,54,60,1,"mediu"
"7056","decomandat",101800,2,63,73,1,"mediu"
"7058","decomandat",140000,2,63,67,1,"mediu"
"7059","decomandat",56100,2,52,60,1,"mic"
"7060","circular",100000,3,70,212,2,"mediu"
"7061","decomandat",124990,3,70,75,2,"mediu"
"7062","semidecomandat",74000,3,72,72,1,"mediu"
"7063","decomandat",71900,3,70,78,2,"mediu"
"7064","decomandat",61230,2,66,77,1,"mic"
"7065","decomandat",129000,3,78,89,1,"mediu"
"7066","semidecomandat",68000,3,66,80,2,"mediu"
"7067","semidecomandat",85000,2,62,72,1,"mediu"
"7068","decomandat",209000,3,103,150,2,"mare"
"7070","decomandat",280000,4,96,135,2,"mare"
"7071","decomandat",132000,3,70,90,2,"mediu"
"7072","semidecomandat",625000,7,250,300,4,"mare"
"7073","semidecomandat",69900,2,67,80,1,"mediu"
"7075","decomandat",169900,3,98,120,2,"mare"
"7076","semidecomandat",450000,5,169,202,3,"mare"
"7077","decomandat",122000,3,56,65,1,"mediu"
"7078","decomandat",65900,2,63,85,1,"mediu"
"7079","decomandat",80000,3,70,74,2,"mediu"
"7080","decomandat",657000,5,172,190,3,"mare"
"7081","decomandat",60000,3,70,75,2,"mic"
"7082","decomandat",220000,4,88,150,2,"mare"
"7083","decomandat",174900,3,75,90,2,"mare"
"7084","decomandat",77000,3,81,95,2,"mediu"
"7085","semidecomandat",37500,2,31,40,1,"mic"
"7086","decomandat",141000,3,102,110,2,"mediu"
"7087","decomandat",56500,2,45,58,1,"mic"
"7088","decomandat",86000,2,40,52,1,"mediu"
"7089","decomandat",225000,4,120,120,2,"mare"
"7090","decomandat",103000,2,63,70,1,"mediu"
"7091","decomandat",40000,1,31,45,1,"mic"
"7093","decomandat",94900,2,64,70,1,"mediu"
"7094","decomandat",79500,2,40,60,1,"mediu"
"7095","decomandat",529000,4,150,170,3,"mare"
"7096","decomandat",38000,1,45,52,1,"mic"
"7097","semidecomandat",125000,1,43,57,1,"mediu"
"7098","semidecomandat",117000,2,57,57,1,"mediu"
"7100","decomandat",128499,4,101,101,2,"mediu"
"7102","semidecomandat",115000,3,65,80,1,"mediu"
"7104","decomandat",155000,2,63,70,1,"mare"
"7105","nedecomandat",42000,2,38,45,1,"mic"
"7106","decomandat",65000,2,80,110,1,"mediu"
"7108","decomandat",95000,3,68,70,2,"mediu"
"7109","decomandat",176538,4,98,120,3,"mare"
"7110","decomandat",82499,3,74,85,2,"mediu"
"7111","semidecomandat",58500,4,82,93,2,"mic"
"7112","decomandat",195000,4,103,190,2,"mare"
"7113","decomandat",165000,3,72,100,2,"mare"
"7114","decomandat",187000,2,65,80,1,"mare"
"7116","semidecomandat",98000,2,55,70,1,"mediu"
"7117","decomandat",89000,3,75,80,1,"mediu"
"7118","decomandat",135000,3,132,172,2,"mediu"
"7119","",269000,3,104,120,3,"mare"
"7120","decomandat",109000,3,109,129,2,"mediu"
"7121","decomandat",78000,2,41,71,1,"mediu"
"7122","semidecomandat",44000,1,32,42,1,"mic"
"7123","semidecomandat",104000,2,72,77,2,"mediu"
"7124","decomandat",82620,3,73,76,2,"mediu"
"7127","decomandat",82000,2,69,78,1,"mediu"
"7128","decomandat",68828,2,66,80,1,"mediu"
"7129","semidecomandat",69500,2,56,60,1,"mediu"
"7130","decomandat",62500,1,60,67,1,"mic"
"7131","decomandat",155000,3,100,115,2,"mare"
"7133","semidecomandat",135000,2,66,98,2,"mediu"
"7134","semidecomandat",43000,1,40,47,1,"mic"
"7135","decomandat",57000,1,36,40,1,"mic"
"7136","decomandat",680000,4,160,175,2,"mare"
"7137","decomandat",195000,4,103,130,2,"mare"
"7138","",175000,3,80,302,2,"mare"
"7139","decomandat",149900,4,108,130,2,"mare"
"7140","semidecomandat",189000,3,90,120,2,"mare"
"7141","decomandat",74500,2,54,83,1,"mediu"
"7142","semidecomandat",53700,1,46,51,1,"mic"
"7143","decomandat",115000,2,53,81,1,"mediu"
"7144","decomandat",699800,4,123,158,3,"mare"
"7145","semidecomandat",114000,2,60,62,1,"mediu"
"7147","decomandat",32500,2,34,37,1,"mic"
"7148","decomandat",79900,3,83,90,2,"mediu"
"7149","decomandat",53000,2,52,58,1,"mic"
"7150","decomandat",81999,3,74,88,2,"mediu"
"7152","decomandat",349000,4,165,165,3,"mare"
"7153","decomandat",250000,4,192,254,2,"mare"
"7154","semidecomandat",125000,3,84,96,1,"mediu"
"7155","decomandat",88000,3,82,90,2,"mediu"
"7156","decomandat",72000,3,57,69,1,"mediu"
"7157","decomandat",73000,3,60,75,1,"mediu"
"7158","decomandat",124900,2,64,77,1,"mediu"
"7160","semidecomandat",99000,3,65,68,2,"mediu"
"7161","decomandat",138000,3,69,80,2,"mediu"
"7162","decomandat",189840,3,81,95,2,"mare"
"7164","decomandat",239000,3,90,108,3,"mare"
"7165","decomandat",55999,2,56,65,1,"mic"
"7166","semidecomandat",40000,1,32,42,1,"mic"
"7167","decomandat",345000,3,116,135,2,"mare"
"7169","decomandat",149000,2,64,70,1,"mare"
"7170","decomandat",133351,2,74,90,1,"mediu"
"7172","decomandat",184035,2,88,101,1,"mare"
"7173","decomandat",155000,3,77,77,2,"mare"
"7174","decomandat",152000,2,60,67,2,"mare"
"7175","decomandat",175000,4,92,92,2,"mare"
"7176","decomandat",61900,1,31,33,1,"mic"
"7177","semidecomandat",61499,2,50,56,1,"mic"
"7178","decomandat",66000,2,55,74,1,"mediu"
"7179","semidecomandat",93000,4,79,82,2,"mediu"
"7180","decomandat",99500,3,89,96,2,"mediu"
"7181","decomandat",54900,1,34,34,1,"mic"
"7183","decomandat",66000,2,59,71,1,"mediu"
"7185","decomandat",42800,1,53,68,1,"mic"
"7187","decomandat",220000,4,128,163,2,"mare"
"7188","decomandat",44900,2,42,51,1,"mic"
"7189","semidecomandat",44900,2,52,65,1,"mic"
"7190","semidecomandat",84900,3,68,83,2,"mediu"
"7191","semidecomandat",67900,2,55,65,1,"mediu"
"7192","semidecomandat",125000,3,70,80,2,"mediu"
"7193","decomandat",150000,4,91,100,2,"mare"
"7194","decomandat",71500,2,59,66,1,"mediu"
"7195","decomandat",69900,2,59,62,1,"mediu"
"7196","decomandat",159000,3,100,130,2,"mare"
"7197","decomandat",60900,2,53,63,1,"mic"
"7198","semidecomandat",68500,3,55,59,1,"mediu"
"7199","decomandat",57000,2,54,65,1,"mic"
"7201","decomandat",105000,4,103,113,2,"mediu"
"7203","semidecomandat",75000,2,54,60,1,"mediu"
"7204","decomandat",657000,5,179,217,3,"mare"
"7205","semidecomandat",77900,2,57,67,1,"mediu"
"7206","decomandat",63000,1,40,40,1,"mic"
"7207","semidecomandat",148500,4,82,90,2,"mare"
"7208","decomandat",126000,3,90,90,2,"mediu"
"7209","semidecomandat",93000,3,75,96,2,"mediu"
"7210","semidecomandat",150000,3,60,81,1,"mare"
"7212","decomandat",70900,2,48,64,1,"mediu"
"7214","semidecomandat",35000,1,24,28,1,"mic"
"7215","decomandat",53000,1,27,35,1,"mic"
"7216","decomandat",230000,3,85,220,2,"mare"
"7217","decomandat",116900,2,62,73,1,"mediu"
"7218","decomandat",160000,3,88,98,2,"mare"
"7219","semidecomandat",119000,2,49,57,1,"mediu"
"7220","decomandat",85000,2,52,60,1,"mediu"
"7223","semidecomandat",39900,1,36,40,1,"mic"
"7224","semidecomandat",74900,3,65,70,2,"mediu"
"7225","semidecomandat",90000,2,49,60,1,"mediu"
"7226","semidecomandat",129900,3,77,96,2,"mediu"
"7227","decomandat",59000,1,4,48,1,"mic"
"7228","semidecomandat",80000,2,73,83,1,"mediu"
"7230","decomandat",120000,2,67,83,1,"mediu"
"7231","decomandat",87200,2,62,75,1,"mediu"
"7233","semidecomandat",164000,3,62,90,1,"mare"
"7234","semidecomandat",126050,2,65,80,1,"mediu"
"7235","decomandat",95000,3,75,90,1,"mediu"
"7236","decomandat",89400,3,79,91,2,"mediu"
"7237","semidecomandat",85000,3,67,75,1,"mediu"
"7239","decomandat",139900,4,84,84,2,"mediu"
"7240","semidecomandat",45000,1,35,41,1,"mic"
"7241","semidecomandat",59900,2,50,64,1,"mic"
"7242","decomandat",72000,2,54,64,1,"mediu"
"7243","decomandat",147500,3,77,82,2,"mare"
"7244","decomandat",71000,2,63,73,1,"mediu"
"7245","decomandat",99000,2,50,50,1,"mediu"
"7247","semidecomandat",101905,4,136,144,2,"mediu"
"7249","decomandat",104000,3,64,78,2,"mediu"
"7251","decomandat",48000,2,47,53,1,"mic"
"7252","semidecomandat",110000,2,62,65,1,"mediu"
"7253","decomandat",355000,4,132,154,3,"mare"
"7254","decomandat",66000,3,63,63,1,"mediu"
"7255","semidecomandat",77699,4,78,85,2,"mediu"
"7257","semidecomandat",42500,1,40,50,1,"mic"
"7258","decomandat",159000,2,62,67,1,"mare"
"7259","decomandat",400000,3,111,145,3,"mare"
"7260","circular",53000,3,52,60,1,"mic"
"7261","semidecomandat",76000,2,56,65,1,"mediu"
"7262","decomandat",139000,3,68,72,2,"mediu"
"7263","decomandat",78000,3,90,100,3,"mediu"
"7264","decomandat",122200,2,52,73,1,"mediu"
"7265","decomandat",112000,3,78,84,1,"mediu"
"7266","decomandat",110000,3,77,92,2,"mediu"
"7267","decomandat",80000,3,65,74,1,"mediu"
"7269","decomandat",145000,3,128,154,2,"mare"
"7270","semidecomandat",116306,3,69,98,2,"mediu"
"7272","decomandat",199000,6,194,326,4,"mare"
"7273","decomandat",92000,4,88,99,2,"mediu"
"7274","semidecomandat",81800,2,51,60,1,"mediu"
"7275","semidecomandat",87999,2,38,40,1,"mediu"
"7276","decomandat",120000,3,60,64,1,"mediu"
"7277","decomandat",82000,2,60,75,1,"mediu"
"7278","decomandat",87000,3,70,70,2,"mediu"
"7279","decomandat",93000,2,56,70,1,"mediu"
"7280","decomandat",285000,3,128,144,3,"mare"
"7281","decomandat",82629,2,57,64,1,"mediu"
"7282","decomandat",135000,3,90,110,1,"mediu"
"7283","decomandat",49300,2,50,61,1,"mic"
"7284","semidecomandat",52500,3,58,65,1,"mic"
"7285","decomandat",69000,2,57,57,1,"mediu"
"7286","decomandat",111000,4,90,100,2,"mediu"
"7287","decomandat",54100,2,50,57,1,"mic"
"7288","semidecomandat",110000,3,85,85,1,"mediu"
"7289","decomandat",219640,2,80,94,2,"mare"
"7290","decomandat",50000,2,50,50,1,"mic"
"7291","decomandat",122000,2,52,73,1,"mediu"
"7293","semidecomandat",107000,3,80,99,1,"mediu"
"7294","decomandat",41000,2,47,52,1,"mic"
"7295","semidecomandat",32000,2,36,42,1,"mic"
"7296","decomandat",135000,3,75,95,2,"mediu"
"7297","semidecomandat",49000,1,31,31,1,"mic"
"7298","decomandat",65900,2,63,85,1,"mediu"
"7299","decomandat",86000,3,65,75,2,"mediu"
"7300","decomandat",139500,2,67,81,1,"mediu"
"7301","decomandat",124500,3,86,96,2,"mediu"
"7302","decomandat",275000,3,123,161,3,"mare"
"7304","decomandat",62000,2,57,66,1,"mic"
"7305","decomandat",58500,2,66,76,1,"mic"
"7306","decomandat",169900,3,75,99,2,"mare"
"7308","decomandat",58000,2,44,56,1,"mic"
"7309","decomandat",57475,2,68,75,1,"mic"
"7310","decomandat",68150,1,36,50,1,"mediu"
"7311","decomandat",45650,2,50,60,1,"mic"
"7312","semidecomandat",764650,5,180,400,4,"mare"
"7313","decomandat",60000,2,51,65,1,"mic"
"7314","decomandat",125213,2,53,66,1,"mediu"
"7315","semidecomandat",65900,2,54,60,1,"mediu"
"7316","semidecomandat",286000,4,102,130,3,"mare"
"7317","decomandat",91000,3,70,75,1,"mediu"
"7318","decomandat",101500,1,37,46,1,"mediu"
"7319","semidecomandat",67000,1,40,49,1,"mediu"
"7320","semidecomandat",550000,5,156,180,1,"mare"
"7321","decomandat",106000,2,45,60,1,"mediu"
"7322","decomandat",222750,3,84,101,2,"mare"
"7323","decomandat",84000,2,77,104,1,"mediu"
"7324","semidecomandat",80000,2,59,66,1,"mediu"
"7325","decomandat",79900,2,45,55,1,"mediu"
"7326","decomandat",99500,3,78,108,2,"mediu"
"7327","decomandat",115000,3,50,100,3,"mediu"
"7328","decomandat",71000,3,73,102,2,"mediu"
"7329","decomandat",185000,3,87,104,2,"mare"
"7330","semidecomandat",119000,3,66,92,2,"mediu"
"7331","decomandat",780000,4,170,188,3,"mare"
"7332","decomandat",1000000,4,334,396,3,"mare"
"7335","decomandat",118000,3,75,91,2,"mediu"
"7336","decomandat",255000,3,82,100,2,"mare"
"7337","decomandat",52723,2,48,57,1,"mic"
"7338","decomandat",114100,3,108,123,2,"mediu"
"7339","semidecomandat",210000,3,68,120,1,"mare"
"7340","decomandat",53000,3,76,88,2,"mic"
"7341","decomandat",242424,4,106,131,3,"mare"
"7342","decomandat",145000,3,70,83,2,"mare"
"7343","decomandat",163000,3,78,85,2,"mare"
"7345","semidecomandat",137000,2,67,67,1,"mediu"
"7346","decomandat",390000,5,140,250,3,"mare"
"7347","decomandat",92500,2,52,62,1,"mediu"
"7349","semidecomandat",82000,3,70,80,1,"mediu"
"7350","decomandat",49450,2,58,58,1,"mic"
"7351","semidecomandat",83000,3,70,74,1,"mediu"
"7352","semidecomandat",88900,2,51,85,1,"mediu"
"7353","decomandat",85000,2,57,59,1,"mediu"
"7355","decomandat",94038,3,64,73,1,"mediu"
"7357","semidecomandat",44000,1,30,37,1,"mic"
"7358","decomandat",100000,2,50,60,1,"mediu"
"7359","decomandat",129500,3,72,90,2,"mediu"
"7362","decomandat",75000,2,55,65,1,"mediu"
"7363","decomandat",190000,4,90,110,2,"mare"
"7364","decomandat",176990,3,96,106,2,"mare"
"7365","decomandat",126900,2,49,63,1,"mediu"
"7366","decomandat",330000,5,140,150,3,"mare"
"7367","decomandat",56228,2,53,57,1,"mic"
"7368","semidecomandat",84000,3,61,65,1,"mediu"
"7369","decomandat",235000,4,108,145,3,"mare"
"7370","decomandat",69900,2,59,71,1,"mediu"
"7371","",565210,3,111,305,3,"mare"
"7373","decomandat",189000,3,80,210,2,"mare"
"7376","decomandat",41400,2,46,55,1,"mic"
"7377","semidecomandat",160000,2,64,88,1,"mare"
"7378","semidecomandat",45000,1,29,29,1,"mic"
"7379","decomandat",52900,2,55,66,1,"mic"
"7380","semidecomandat",92400,3,68,79,2,"mediu"
"7381","semidecomandat",34900,1,27,30,1,"mic"
"7382","decomandat",86790,4,99,144,3,"mediu"
"7383","",189999,4,111,130,2,"mare"
"7384","decomandat",385000,4,122,125,3,"mare"
"7386","decomandat",169500,3,105,120,2,"mare"
"7387","decomandat",39000,1,39,44,1,"mic"
"7389","decomandat",117000,2,60,80,1,"mediu"
"7390","decomandat",57000,2,51,59,1,"mic"
"7391","decomandat",106700,2,50,58,1,"mediu"
"7392","semidecomandat",95000,2,55,88,1,"mediu"
"7393","circular",79900,3,64,74,1,"mediu"
"7394","decomandat",60000,2,59,65,1,"mic"
"7395","decomandat",680000,4,170,205,2,"mare"
"7396","decomandat",88000,3,62,97,2,"mediu"
"7397","semidecomandat",202000,3,95,114,2,"mare"
"7398","decomandat",71000,2,57,60,1,"mediu"
"7399","decomandat",73001,2,59,65,1,"mediu"
"7400","decomandat",54998,1,37,47,1,"mic"
"7401","decomandat",330000,5,145,190,3,"mare"
"7402","semidecomandat",164900,3,70,88,2,"mare"
"7403","semidecomandat",92500,2,51,55,1,"mediu"
"7404","decomandat",66000,2,56,56,1,"mediu"
"7406","semidecomandat",546882,4,156,209,3,"mare"
"7407","decomandat",96500,2,62,71,1,"mediu"
"7408","decomandat",46500,1,42,70,1,"mic"
"7411","decomandat",250000,4,120,144,2,"mare"
"7412","decomandat",44000,2,49,59,1,"mic"
"7413","decomandat",72000,3,72,80,1,"mediu"
"7414","decomandat",66999,3,60,65,1,"mediu"
"7415","decomandat",76000,3,75,88,1,"mediu"
"7416","decomandat",198000,3,86,91,2,"mare"
"7417","circular",65000,3,59,65,1,"mediu"
"7418","decomandat",73000,2,52,55,1,"mediu"
"7419","decomandat",96125,2,54,75,1,"mediu"
"7420","semidecomandat",133000,4,88,92,2,"mediu"
"7421","decomandat",135900,3,80,90,2,"mediu"
"7423","decomandat",40538,1,35,38,1,"mic"
"7424","decomandat",54060,2,53,56,1,"mic"
"7425","decomandat",89900,2,55,69,1,"mediu"
"7426","decomandat",55650,2,53,63,1,"mic"
"7427","decomandat",92000,3,85,99,2,"mediu"
"7428","decomandat",58767,2,61,67,1,"mic"
"7429","decomandat",140000,3,77,84,1,"mediu"
"7430","semidecomandat",88000,3,61,71,1,"mediu"
"7431","decomandat",139000,2,68,87,2,"mediu"
"7432","decomandat",395000,3,106,115,2,"mare"
"7433","decomandat",66900,2,66,73,1,"mediu"
"7434","decomandat",57500,2,66,78,1,"mic"
"7435","decomandat",90000,2,55,57,1,"mediu"
"7436","semidecomandat",79900,3,63,70,1,"mediu"
"7437","decomandat",74999,3,69,75,1,"mediu"
"7438","decomandat",90000,3,70,83,2,"mediu"
"7439","nedecomandat",133200,3,91,202,3,"mediu"
"7440","decomandat",572842,3,116,148,3,"mare"
"7441","semidecomandat",69900,2,57,60,1,"mediu"
"7442","decomandat",260000,3,95,101,1,"mare"
"7443","decomandat",80953,2,59,97,1,"mediu"
"7444","semidecomandat",73000,2,71,75,1,"mediu"
"7445","decomandat",84000,3,71,85,2,"mediu"
"7446","decomandat",209000,3,118,228,2,"mare"
"7447","decomandat",109523,2,71,89,1,"mediu"
"7448","decomandat",68430,1,45,54,1,"mediu"
"7449","semidecomandat",109000,4,88,88,2,"mediu"
