"","partitioning","price","rooms_count","useful_surface","built_surface","bathrooms_count","price_range"
"1438","decomandat",47000,2,55,65,1,"mic"
"1439","decomandat",195000,4,96,120,2,"mare"
"1440","decomandat",170000,3,86,125,2,"mare"
"1441","semidecomandat",65000,4,62,70,2,"mediu"
"1442","semidecomandat",44000,1,27,27,1,"mic"
"1443","decomandat",60816,2,51,61,1,"mic"
"1444","circular",128000,3,106,169,1,"mediu"
"1445","semidecomandat",76500,1,43,58,1,"mediu"
"1446","decomandat",84000,2,59,66,1,"mediu"
"1447","decomandat",84000,2,59,66,1,"mediu"
"1448","decomandat",159000,3,79,95,2,"mare"
"1449","semidecomandat",62000,2,52,52,1,"mic"
"1450","decomandat",48000,1,38,46,1,"mic"
"1452","decomandat",59599,2,51,55,1,"mic"
"1453","decomandat",205000,3,85,90,2,"mare"
"1454","decomandat",82000,2,59,67,1,"mediu"
"1455","semidecomandat",163520,3,64,89,2,"mare"
"1456","semidecomandat",51990,2,60,69,1,"mic"
"1457","semidecomandat",66000,3,60,70,1,"mediu"
"1458","decomandat",93786,2,49,58,1,"mediu"
"1459","decomandat",124900,2,65,78,1,"mediu"
"1460","decomandat",242000,3,141,163,3,"mare"
"1461","decomandat",438000,3,121,143,2,"mare"
"1462","decomandat",315000,3,148,184,3,"mare"
"1463","decomandat",78000,1,38,40,1,"mediu"
"1464","semidecomandat",87000,2,57,60,1,"mediu"
"1465","decomandat",330000,3,112,132,2,"mare"
"1466","decomandat",27500,1,31,41,1,"mic"
"1468","decomandat",84000,2,59,67,1,"mediu"
"1469","semidecomandat",48500,1,31,31,1,"mic"
"1470","semidecomandat",78500,1,43,58,1,"mediu"
"1471","decomandat",93000,3,82,92,2,"mediu"
"1472","decomandat",970000,5,208,322,4,"mare"
"1473","decomandat",92300,2,51,63,1,"mediu"
"1474","decomandat",185000,4,95,120,2,"mare"
"1475","semidecomandat",92700,1,56,67,1,"mediu"
"1476","decomandat",39900,1,53,65,1,"mic"
"1477","decomandat",165000,3,104,121,2,"mare"
"1478","decomandat",39000,1,38,42,1,"mic"
"1479","decomandat",84500,2,58,72,1,"mediu"
"1480","decomandat",58600,2,55,67,1,"mic"
"1481","decomandat",115000,3,81,102,2,"mediu"
"1482","decomandat",119000,2,54,85,1,"mediu"
"1483","decomandat",98500,3,65,70,1,"mediu"
"1484","semidecomandat",81257,2,61,77,1,"mediu"
"1485","decomandat",54525,2,59,67,1,"mic"
"1486","decomandat",249000,3,107,130,2,"mare"
"1487","decomandat",82000,2,56,63,1,"mediu"
"1488","decomandat",103000,3,58,70,1,"mediu"
"1489","semidecomandat",63000,2,58,70,1,"mic"
"1490","decomandat",44000,1,44,49,1,"mic"
"1491","decomandat",92000,2,66,82,1,"mediu"
"1492","decomandat",165000,3,86,106,1,"mare"
"1493","semidecomandat",110000,3,88,103,1,"mediu"
"1494","decomandat",104000,3,81,103,2,"mediu"
"1495","decomandat",133600,3,80,90,2,"mediu"
"1496","decomandat",179000,3,113,140,2,"mare"
"1497","decomandat",90500,2,78,91,1,"mediu"
"1498","semidecomandat",41500,2,37,50,1,"mic"
"1499","decomandat",116240,3,81,96,2,"mediu"
"1501","decomandat",749800,5,210,400,4,"mare"
"1503","decomandat",230000,3,96,105,2,"mare"
"1504","decomandat",475000,3,127,165,3,"mare"
"1506","decomandat",42900,2,47,55,1,"mic"
"1507","decomandat",41300,1,42,53,1,"mic"
"1508","decomandat",67000,1,46,53,1,"mediu"
"1509","decomandat",89999,3,92,112,2,"mediu"
"1510","semidecomandat",85000,1,46,59,1,"mediu"
"1511","decomandat",39900,2,47,57,1,"mic"
"1512","decomandat",99950,2,55,76,1,"mediu"
"1513","decomandat",85000,2,55,76,1,"mediu"
"1515","semidecomandat",106518,3,71,81,2,"mediu"
"1516","semidecomandat",54000,2,55,65,1,"mic"
"1517","decomandat",116400,2,73,87,1,"mediu"
"1518","decomandat",53240,2,65,75,1,"mic"
"1519","semidecomandat",82000,1,47,61,1,"mediu"
"1521","",110000,2,63,68,1,"mediu"
"1522","decomandat",96000,2,70,111,1,"mediu"
"1523","decomandat",60500,2,52,62,1,"mic"
"1524","decomandat",94900,2,57,69,1,"mediu"
"1525","decomandat",145000,3,78,120,2,"mare"
"1526","decomandat",31900,1,34,38,1,"mic"
"1528","decomandat",139800,3,75,75,1,"mediu"
"1529","semidecomandat",145000,3,70,102,2,"mare"
"1530","decomandat",65000,2,63,75,1,"mediu"
"1531","decomandat",235000,3,116,290,2,"mare"
"1532","decomandat",101000,2,64,76,1,"mediu"
"1533","semidecomandat",46570,2,55,63,1,"mic"
"1535","semidecomandat",240318,3,76,169,2,"mare"
"1536","decomandat",87500,2,55,65,1,"mediu"
"1537","semidecomandat",90000,2,55,63,1,"mediu"
"1538","decomandat",29900,1,35,42,1,"mic"
"1539","decomandat",87000,3,87,88,2,"mediu"
"1540","decomandat",176000,3,98,114,2,"mare"
"1541","decomandat",275000,4,113,276,2,"mare"
"1542","",249000,3,125,150,3,"mare"
"1543","decomandat",85000,2,61,75,1,"mediu"
"1544","decomandat",138991,3,100,120,2,"mediu"
"1545","semidecomandat",83390,2,63,74,1,"mediu"
"1546","decomandat",124500,3,71,90,2,"mediu"
"1547","semidecomandat",165000,4,104,132,2,"mare"
"1548","semidecomandat",135000,3,75,88,1,"mediu"
"1549","decomandat",65900,2,63,87,1,"mediu"
"1550","decomandat",40900,1,41,45,1,"mic"
"1551","semidecomandat",139900,3,82,98,3,"mediu"
"1552","decomandat",70000,1,37,39,1,"mediu"
"1554","decomandat",70000,3,78,93,2,"mediu"
"1555","decomandat",339000,4,115,170,2,"mare"
"1556","semidecomandat",76140,2,60,75,1,"mediu"
"1557","decomandat",157500,3,85,114,2,"mare"
"1558","decomandat",95000,2,54,70,1,"mediu"
"1559","semidecomandat",400000,3,109,137,2,"mare"
"1560","decomandat",103000,2,65,76,1,"mediu"
"1561","decomandat",95000,2,54,70,1,"mediu"
"1562","decomandat",340000,4,149,156,3,"mare"
"1563","decomandat",159400,3,75,90,2,"mare"
"1564","decomandat",139000,3,111,111,2,"mediu"
"1565","decomandat",163500,3,81,115,2,"mare"
"1566","decomandat",660000,5,202,275,2,"mare"
"1567","semidecomandat",84900,4,84,84,2,"mediu"
"1568","semidecomandat",35000,1,30,32,1,"mic"
"1569","decomandat",120960,2,44,64,1,"mediu"
"1570","semidecomandat",106500,3,55,83,2,"mediu"
"1571","decomandat",84000,2,59,66,1,"mediu"
"1572","decomandat",152000,2,64,75,1,"mare"
"1573","decomandat",199000,3,117,137,2,"mare"
"1574","semidecomandat",135000,4,91,124,3,"mediu"
"1575","decomandat",85305,2,50,64,1,"mediu"
"1576","decomandat",85000,3,67,76,1,"mediu"
"1577","decomandat",84000,2,60,67,1,"mediu"
"1578","decomandat",78999,4,80,80,2,"mediu"
"1579","decomandat",153000,3,114,220,2,"mare"
"1580","decomandat",42014,1,44,52,1,"mic"
"1581","semidecomandat",74500,2,64,69,1,"mediu"
"1582","decomandat",93000,2,72,86,1,"mediu"
"1584","semidecomandat",70000,2,62,70,1,"mediu"
"1585","decomandat",82900,3,76,86,2,"mediu"
"1586","decomandat",133000,3,111,134,2,"mediu"
"1587","decomandat",72000,2,48,64,1,"mediu"
"1588","decomandat",290000,3,110,146,2,"mare"
"1589","semidecomandat",102000,3,78,88,2,"mediu"
"1590","decomandat",38500,2,49,49,1,"mic"
"1591","decomandat",180000,4,110,140,2,"mare"
"1592","decomandat",105000,2,58,69,1,"mediu"
"1594","decomandat",470000,3,95,115,2,"mare"
"1595","decomandat",95000,3,73,76,2,"mediu"
"1596","semidecomandat",110000,2,53,63,2,"mediu"
"1597","decomandat",76500,3,66,69,2,"mediu"
"1599","semidecomandat",79778,2,63,78,1,"mediu"
"1600","decomandat",48128,2,61,71,1,"mic"
"1601","decomandat",167800,3,80,110,2,"mare"
"1602","decomandat",545000,5,140,203,4,"mare"
"1603","decomandat",59800,2,38,46,1,"mic"
"1604","decomandat",269900,4,247,300,2,"mare"
"1605","decomandat",109177,3,80,86,2,"mediu"
"1606","decomandat",219000,3,117,127,2,"mare"
"1607","decomandat",285000,5,176,192,2,"mare"
"1609","decomandat",95000,2,54,67,1,"mediu"
"1610","decomandat",39600,1,39,49,1,"mic"
"1611","decomandat",58000,2,44,51,1,"mic"
"1612","decomandat",231000,3,180,200,2,"mare"
"1613","decomandat",153150,2,70,106,1,"mare"
"1614","semidecomandat",76500,3,67,71,1,"mediu"
"1615","decomandat",169000,3,71,75,2,"mare"
"1618","decomandat",60000,2,48,48,1,"mic"
"1620","decomandat",81500,3,61,75,1,"mediu"
"1621","semidecomandat",92000,2,64,85,1,"mediu"
"1622","decomandat",169960,2,59,93,1,"mare"
"1623","decomandat",180000,3,100,120,2,"mare"
"1624","decomandat",117000,2,63,76,1,"mediu"
"1626","decomandat",97000,3,74,85,2,"mediu"
"1627","semidecomandat",35000,1,25,30,1,"mic"
"1628","semidecomandat",49429,2,55,73,1,"mic"
"1629","semidecomandat",73278,2,47,53,1,"mediu"
"1631","semidecomandat",74000,1,43,58,1,"mediu"
"1632","decomandat",85000,3,68,90,1,"mediu"
"1633","semidecomandat",125500,4,78,89,2,"mediu"
"1634","semidecomandat",66500,3,59,71,1,"mediu"
"1635","decomandat",63800,2,55,67,1,"mic"
"1636","decomandat",95000,2,52,67,1,"mediu"
"1637","decomandat",360000,4,138,150,2,"mare"
"1638","semidecomandat",53500,2,46,55,1,"mic"
"1639","decomandat",319970,3,134,252,3,"mare"
"1640","decomandat",418900,3,120,212,2,"mare"
"1641","decomandat",68000,2,46,46,1,"mediu"
"1643","decomandat",91000,3,91,95,2,"mediu"
"1644","decomandat",75527,3,72,82,2,"mediu"
"1645","semidecomandat",51990,2,60,72,1,"mic"
"1646","decomandat",62700,2,60,70,1,"mic"
"1647","decomandat",65000,2,63,75,1,"mediu"
"1649","decomandat",134000,3,80,87,2,"mediu"
"1650","decomandat",70000,2,60,70,1,"mediu"
"1651","decomandat",40800,1,39,48,1,"mic"
"1652","decomandat",43500,2,42,55,1,"mic"
"1653","decomandat",90288,2,59,65,1,"mediu"
"1654","nedecomandat",42990,2,47,55,1,"mic"
"1655","decomandat",106600,3,78,94,2,"mediu"
"1656","decomandat",54500,2,65,77,1,"mic"
"1657","decomandat",164500,3,97,130,2,"mare"
"1658","decomandat",39335,1,42,51,1,"mic"
"1659","semidecomandat",48000,1,30,40,1,"mic"
"1660","decomandat",46900,2,53,61,1,"mic"
"1661","decomandat",229000,3,86,108,2,"mare"
"1662","semidecomandat",125000,5,80,89,2,"mediu"
"1663","decomandat",122080,2,49,63,1,"mediu"
"1664","decomandat",65000,2,55,68,1,"mediu"
"1665","decomandat",109999,4,92,104,2,"mediu"
"1666","decomandat",299900,5,181,200,3,"mare"
"1667","decomandat",53500,3,60,72,1,"mic"
"1668","semidecomandat",54990,2,64,73,1,"mic"
"1669","semidecomandat",79806,2,63,79,1,"mediu"
"1670","decomandat",107040,4,86,102,2,"mediu"
"1671","decomandat",131650,2,65,85,1,"mediu"
"1673","semidecomandat",137500,2,55,79,2,"mediu"
"1674","semidecomandat",230000,4,112,130,3,"mare"
"1675","semidecomandat",129500,2,72,97,2,"mediu"
"1676","decomandat",62900,2,54,67,1,"mic"
"1677","decomandat",327000,2,74,100,1,"mare"
"1678","",42990,2,70,84,1,"mic"
"1679","semidecomandat",129999,2,45,75,1,"mediu"
"1680","decomandat",192600,2,63,77,2,"mare"
"1681","decomandat",39335,1,42,51,1,"mic"
"1682","semidecomandat",314000,4,140,167,3,"mare"
"1683","decomandat",83000,2,78,107,1,"mediu"
"1684","semidecomandat",171500,3,95,136,3,"mare"
"1685","decomandat",40400,2,40,50,1,"mic"
"1688","semidecomandat",51990,2,60,69,1,"mic"
"1689","decomandat",47116,1,55,64,1,"mic"
"1690","semidecomandat",118250,2,45,66,1,"mediu"
"1691","decomandat",71476,2,67,75,1,"mediu"
"1692","decomandat",145000,2,81,95,1,"mare"
"1693","decomandat",79000,2,56,63,1,"mediu"
"1694","decomandat",129700,3,81,85,1,"mediu"
"1695","semidecomandat",82000,2,56,64,1,"mediu"
"1696","semidecomandat",93900,2,49,56,1,"mediu"
"1697","decomandat",54000,2,60,68,1,"mic"
"1698","semidecomandat",68000,3,68,80,2,"mediu"
"1699","decomandat",112270,2,68,78,1,"mediu"
"1700","decomandat",280000,3,141,162,2,"mare"
"1701","semidecomandat",72000,2,42,50,1,"mediu"
"1702","semidecomandat",162000,4,108,115,3,"mare"
"1703","semidecomandat",328705,4,128,204,3,"mare"
"1704","decomandat",119000,2,52,66,1,"mediu"
"1705","semidecomandat",45000,1,23,26,1,"mic"
"1706","decomandat",59900,2,51,73,1,"mic"
"1707","decomandat",83500,2,58,71,1,"mediu"
"1708","decomandat",72700,3,86,95,2,"mediu"
"1709","semidecomandat",103000,3,73,83,2,"mediu"
"1710","decomandat",58300,2,40,50,1,"mic"
"1711","decomandat",65500,1,41,41,1,"mediu"
"1712","decomandat",52000,1,28,35,1,"mic"
"1713","semidecomandat",87500,1,48,65,1,"mediu"
"1714","decomandat",103700,2,63,75,1,"mediu"
"1715","decomandat",134500,3,77,93,2,"mediu"
"1716","decomandat",130000,5,113,118,2,"mediu"
"1717","decomandat",158122,2,65,86,1,"mare"
"1718","semidecomandat",117900,2,64,78,1,"mediu"
"1719","semidecomandat",74900,2,40,52,1,"mediu"
"1721","decomandat",78000,4,82,85,2,"mediu"
"1724","",147000,3,82,89,2,"mare"
"1725","semidecomandat",57000,2,55,67,1,"mic"
"1726","semidecomandat",85900,2,50,60,1,"mediu"
"1727","semidecomandat",78000,2,47,53,1,"mediu"
"1728","decomandat",160000,3,80,112,2,"mare"
"1729","decomandat",153000,3,115,150,2,"mare"
"1730","decomandat",59000,2,57,70,1,"mic"
"1731","semidecomandat",78725,2,61,77,1,"mediu"
"1732","decomandat",68000,3,64,68,2,"mediu"
"1733","semidecomandat",82000,2,56,64,1,"mediu"
"1734","semidecomandat",124900,3,112,130,2,"mediu"
"1735","decomandat",84500,3,74,90,2,"mediu"
"1736","semidecomandat",126056,2,130,156,1,"mediu"
"1737","semidecomandat",151400,3,70,85,2,"mare"
"1738","semidecomandat",66000,2,63,70,1,"mediu"
"1739","nedecomandat",136500,3,79,110,2,"mediu"
"1740","decomandat",49450,2,48,58,1,"mic"
"1741","decomandat",82000,2,65,67,1,"mediu"
"1742","decomandat",79900,3,70,73,1,"mediu"
"1743","decomandat",180000,3,79,82,1,"mare"
"1744","decomandat",42500,2,50,61,1,"mic"
"1745","decomandat",83500,3,63,67,1,"mediu"
"1746","decomandat",127000,3,64,143,2,"mediu"
"1747","decomandat",145000,3,90,105,2,"mare"
"1748","decomandat",130000,4,127,152,1,"mediu"
"1749","decomandat",105000,4,78,82,2,"mediu"
"1750","semidecomandat",67900,3,40,42,1,"mediu"
"1751","decomandat",40500,1,34,42,1,"mic"
"1752","decomandat",120000,3,72,80,1,"mediu"
"1755","decomandat",218000,4,136,232,3,"mare"
"1756","decomandat",91000,3,69,71,2,"mediu"
"1757","decomandat",82000,2,60,67,1,"mediu"
"1758","decomandat",48400,2,55,65,1,"mic"
"1759","",500000,5,228,259,4,"mare"
"1760","decomandat",39900,2,50,59,1,"mic"
"1761","semidecomandat",78500,1,43,58,1,"mediu"
"1763","semidecomandat",112000,4,83,90,2,"mediu"
"1764","decomandat",82000,2,55,63,1,"mediu"
"1766","decomandat",49900,2,45,55,1,"mic"
"1767","decomandat",124000,3,85,92,2,"mediu"
"1768","decomandat",40140,2,53,61,1,"mic"
"1769","decomandat",81324,2,64,77,1,"mediu"
"1770","decomandat",57660,2,53,57,1,"mic"
"1771","decomandat",414000,3,87,110,2,"mare"
"1772","decomandat",86000,4,85,85,2,"mediu"
"1773","decomandat",551000,3,130,202,3,"mare"
"1774","semidecomandat",74900,2,56,56,1,"mediu"
"1775","decomandat",94500,2,64,70,1,"mediu"
"1776","decomandat",82000,2,56,64,1,"mediu"
"1777","decomandat",65000,2,58,60,1,"mediu"
"1778","circular",110000,4,90,95,2,"mediu"
"1779","semidecomandat",78900,2,58,139,2,"mediu"
"1780","decomandat",65000,2,52,63,1,"mediu"
"1781","decomandat",46000,2,53,60,1,"mic"
"1782","semidecomandat",54000,2,37,39,1,"mic"
"1783","decomandat",95000,2,76,76,1,"mediu"
"1784","decomandat",399000,3,127,170,3,"mare"
"1785","decomandat",71900,3,76,84,2,"mediu"
"1787","decomandat",105000,2,43,63,1,"mediu"
"1788","decomandat",202500,3,120,140,2,"mare"
"1789","decomandat",72860,3,81,94,2,"mediu"
"1790","decomandat",257300,4,103,174,3,"mare"
"1791","decomandat",439410,4,180,371,3,"mare"
"1792","decomandat",81900,2,54,90,1,"mediu"
"1793","decomandat",53000,2,55,66,1,"mic"
"1794","semidecomandat",52300,2,64,75,1,"mic"
"1795","decomandat",79400,2,53,62,1,"mediu"
"1796","semidecomandat",60816,2,51,61,1,"mic"
"1797","decomandat",86600,2,61,74,1,"mediu"
"1799","decomandat",70500,3,76,92,1,"mediu"
"1800","semidecomandat",72500,3,71,82,2,"mediu"
"1801","decomandat",57000,2,61,73,1,"mic"
"1802","decomandat",69000,2,57,63,1,"mediu"
"1803","decomandat",102000,3,77,88,2,"mediu"
"1804","semidecomandat",65000,2,53,59,1,"mediu"
"1805","decomandat",260000,2,107,135,2,"mare"
"1806","decomandat",245000,3,101,107,3,"mare"
"1808","decomandat",144000,2,58,70,1,"mare"
"1810","decomandat",41000,1,45,52,1,"mic"
"1811","decomandat",129900,3,72,80,1,"mediu"
"1812","semidecomandat",87500,1,46,59,1,"mediu"
"1813","decomandat",87500,2,66,79,1,"mediu"
"1814","decomandat",103000,3,73,84,2,"mediu"
"1815","decomandat",71900,3,80,96,2,"mediu"
"1816","semidecomandat",146000,3,83,111,2,"mare"
"1817","decomandat",62000,2,50,53,1,"mic"
"1819","semidecomandat",94000,2,56,62,1,"mediu"
"1821","decomandat",49000,1,40,40,1,"mic"
"1822","decomandat",63176,3,78,94,2,"mic"
"1823","decomandat",64900,3,76,80,2,"mic"
"1824","semidecomandat",93500,3,72,75,2,"mediu"
"1825","decomandat",110000,3,107,130,2,"mediu"
"1826","semidecomandat",115000,3,88,100,2,"mediu"
"1827","decomandat",225000,5,175,221,4,"mare"
"1830","decomandat",83370,2,53,66,1,"mediu"
"1831","decomandat",133000,2,68,71,2,"mediu"
"1832","decomandat",62500,2,47,55,1,"mic"
"1833","decomandat",104900,3,81,96,2,"mediu"
"1835","decomandat",55570,2,59,70,1,"mic"
"1836","decomandat",215000,2,78,94,1,"mare"
"1837","semidecomandat",120000,3,79,94,2,"mediu"
"1838","semidecomandat",62900,1,38,48,1,"mic"
"1839","semidecomandat",65000,2,53,65,1,"mediu"
"1840","semidecomandat",209000,3,75,92,2,"mare"
"1841","semidecomandat",885000,4,169,205,3,"mare"
"1842","semidecomandat",93500,3,71,94,2,"mediu"
"1843","decomandat",46900,2,58,69,1,"mic"
"1844","semidecomandat",130000,4,84,112,2,"mediu"
"1845","semidecomandat",43500,1,30,30,1,"mic"
"1846","decomandat",104900,3,85,95,1,"mediu"
"1847","decomandat",112900,3,89,105,2,"mediu"
"1849","decomandat",39000,1,43,48,1,"mic"
"1850","decomandat",360000,4,112,169,2,"mare"
"1851","semidecomandat",82000,1,46,65,1,"mediu"
"1852","decomandat",97500,2,66,78,1,"mediu"
"1853","decomandat",97400,2,62,77,1,"mediu"
"1854","semidecomandat",106518,3,72,81,2,"mediu"
"1855","circular",61000,2,50,70,1,"mic"
"1856","decomandat",79000,2,56,63,1,"mediu"
"1857","semidecomandat",89000,2,56,56,1,"mediu"
"1858","decomandat",129500,2,74,80,1,"mediu"
"1859","decomandat",103000,3,73,84,2,"mediu"
"1860","semidecomandat",230000,4,110,136,3,"mare"
"1863","semidecomandat",49990,2,39,45,1,"mic"
"1864","decomandat",125000,3,86,94,1,"mediu"
"1865","decomandat",52000,1,43,59,1,"mic"
"1866","decomandat",53900,2,61,72,1,"mic"
"1867","decomandat",65000,2,62,75,1,"mediu"
"1868","decomandat",106000,3,98,135,2,"mediu"
"1869","semidecomandat",133000,3,77,90,1,"mediu"
"1870","decomandat",138000,2,62,75,1,"mediu"
"1871","decomandat",565210,3,248,274,3,"mare"
"1872","decomandat",83500,2,58,71,1,"mediu"
"1873","decomandat",127000,2,56,71,2,"mediu"
"1874","decomandat",143000,2,66,66,1,"mare"
"1875","decomandat",129000,2,49,55,1,"mediu"
"1876","decomandat",359000,3,112,130,2,"mare"
"1877","decomandat",82000,2,56,63,1,"mediu"
"1878","decomandat",46900,2,47,50,1,"mic"
"1879","decomandat",98000,2,55,65,1,"mediu"
"1880","decomandat",74000,3,65,68,1,"mediu"
"1881","semidecomandat",56900,1,27,37,1,"mic"
"1882","semidecomandat",173010,3,64,89,2,"mare"
"1883","decomandat",66900,4,65,71,1,"mediu"
"1884","semidecomandat",88000,1,89,110,1,"mediu"
"1885","decomandat",81500,2,62,74,1,"mediu"
"1886","decomandat",82000,2,56,67,1,"mediu"
"1887","decomandat",110000,2,54,72,1,"mediu"
"1888","decomandat",83000,2,50,68,1,"mediu"
"1889","semidecomandat",78900,2,55,55,1,"mediu"
"1891","decomandat",154990,2,70,80,1,"mare"
"1892","semidecomandat",62000,2,51,58,1,"mic"
"1893","decomandat",350000,4,108,130,3,"mare"
"1894","decomandat",595000,4,130,155,3,"mare"
"1896","decomandat",79500,3,73,85,2,"mediu"
"1897","decomandat",195700,3,81,115,2,"mare"
"1898","decomandat",59000,2,53,66,1,"mic"
"1899","decomandat",52500,1,41,45,1,"mic"
"1900","decomandat",95000,3,100,120,2,"mediu"
"1901","decomandat",330000,4,119,223,3,"mare"
"1902","semidecomandat",75249,2,59,74,1,"mediu"
"1903","decomandat",95000,3,100,120,2,"mediu"
"1904","semidecomandat",207000,3,81,98,2,"mare"
"1905","decomandat",56711,2,52,67,1,"mic"
"1906","decomandat",150000,3,79,90,2,"mare"
"1907","decomandat",62900,2,60,65,1,"mic"
"1908","semidecomandat",90900,3,66,73,1,"mediu"
"1909","semidecomandat",86000,2,53,55,1,"mediu"
"1910","decomandat",59000,2,56,70,1,"mic"
"1911","semidecomandat",85000,3,66,72,2,"mediu"
"1912","semidecomandat",53500,2,43,57,1,"mic"
"1913","semidecomandat",47300,2,53,80,1,"mic"
"1914","decomandat",139000,3,109,128,2,"mediu"
"1915","semidecomandat",99800,4,92,107,2,"mediu"
"1916","decomandat",69000,2,50,55,1,"mediu"
"1917","decomandat",121540,2,67,90,1,"mediu"
"1918","decomandat",122000,3,70,80,2,"mediu"
"1919","decomandat",85000,2,57,65,1,"mediu"
"1920","decomandat",71900,3,68,75,2,"mediu"
"1922","semidecomandat",79500,2,40,45,1,"mediu"
"1923","semidecomandat",78900,2,50,55,1,"mediu"
"1924","decomandat",85800,2,54,63,1,"mediu"
"1925","decomandat",82000,2,55,63,1,"mediu"
"1926","semidecomandat",135000,4,90,124,3,"mediu"
"1927","decomandat",119000,4,88,100,2,"mediu"
"1928","decomandat",84800,2,45,59,1,"mediu"
"1929","decomandat",79500,2,64,75,1,"mediu"
"1930","decomandat",122580,2,44,64,1,"mediu"
"1931","decomandat",375000,4,128,128,2,"mare"
"1932","semidecomandat",79000,1,47,61,1,"mediu"
"1933","decomandat",450000,4,169,450,4,"mare"
"1934","decomandat",68000,2,71,88,1,"mediu"
"1935","semidecomandat",69000,2,66,70,1,"mediu"
"1936","decomandat",77900,2,65,80,1,"mediu"
"1937","decomandat",185000,3,110,260,2,"mare"
"1938","decomandat",68150,1,36,49,1,"mediu"
"1939","decomandat",83600,1,53,65,1,"mediu"
"1940","decomandat",65000,2,63,75,1,"mediu"
"1941","decomandat",74190,3,89,105,2,"mediu"
"1942","decomandat",73200,3,71,84,2,"mediu"
"1943","semidecomandat",86000,1,48,61,1,"mediu"
"1944","decomandat",394000,4,134,155,3,"mare"
"1945","decomandat",77000,3,81,89,2,"mediu"
"1947","decomandat",83000,2,54,83,1,"mediu"
"1948","semidecomandat",121540,2,75,85,1,"mediu"
"1949","semidecomandat",58500,2,46,46,1,"mic"
"1950","semidecomandat",154500,3,86,116,2,"mare"
"1951","semidecomandat",78347,2,61,73,1,"mediu"
"1952","decomandat",48000,2,56,66,1,"mic"
"1953","decomandat",300000,4,140,159,2,"mare"
"1954","circular",357000,8,220,260,5,"mare"
"1955","semidecomandat",52000,2,35,40,1,"mic"
"1956","semidecomandat",67500,2,50,50,1,"mediu"
"1957","decomandat",78900,2,63,72,1,"mediu"
"1958","decomandat",76500,2,63,74,1,"mediu"
"1959","decomandat",95000,3,99,119,2,"mediu"
"1960","decomandat",89383,2,57,64,1,"mediu"
"1961","decomandat",122500,3,105,110,2,"mediu"
"1962","decomandat",64000,2,56,69,1,"mic"
"1963","semidecomandat",123000,3,96,118,2,"mediu"
"1964","semidecomandat",53999,2,43,50,1,"mic"
"1965","decomandat",83000,3,73,77,2,"mediu"
"1966","decomandat",65900,2,64,81,1,"mediu"
"1967","decomandat",71500,3,97,112,2,"mediu"
"1968","decomandat",290000,4,95,110,2,"mare"
"1969","decomandat",117000,2,59,71,1,"mediu"
"1970","semidecomandat",82080,2,62,75,1,"mediu"
"1971","decomandat",92000,2,66,82,1,"mediu"
